"Address","Occurrences","Meta Description 1","Meta Description 1 Length","Meta Description 1 Pixel Width","Indexability","Indexability Status"
"https://taxisaudiarabia.com/about","1","Learn about Taxi Saudi Arabia — a trusted taxi and chauffeur service with licensed drivers, fixed prices, and 24/7 airport, Umrah and intercity transfers across Riyadh, Jeddah, Makkah, Madinah and Dammam.","204","1274","Indexable",""
"https://taxisaudiarabia.com/routes/jeddah-to-madinah","1","Book a fixed-price taxi from Jeddah to Madinah — 420 km, approx 4h. From SAR 350, available 24/7 with licensed drivers. No surge, no hidden fees.","145","911","Indexable",""
"https://taxisaudiarabia.com/blog","1","Read the latest news, travel tips, and guides for Umrah pilgrims, business travelers, and tourists in Saudi Arabia.","115","689","Indexable",""
"https://taxisaudiarabia.com/locations/jeddah","1","Book a fixed-price taxi in Jeddah, Saudi Arabia — airport transfers, Umrah rides, and 24/7 intercity trips with licensed drivers. No surge, instant quote.","154","918","Indexable",""
"https://taxisaudiarabia.com/contact","1","Contact Taxi Saudi Arabia for airport transfers, Umrah transport and intercity rides. Reach our 24/7 booking desk by phone, WhatsApp or email for instant fixed-price taxi quotes across Saudi Arabia.","198","1219","Indexable",""
"https://taxisaudiarabia.com/routes/riyadh-to-jeddah","1","Book a fixed-price taxi from Riyadh to Jeddah — 950 km, approx 9h. From SAR 600, available 24/7 with licensed drivers. No surge, no hidden fees.","144","899","Indexable",""
"https://taxisaudiarabia.com/blog/riyadh-to-dubai-taxi-gcc-road-trip","1","Everything you need to know about booking an executive transfer from Saudi Arabia's capital to Dubai across the UAE border.","123","775","Indexable",""
"https://taxisaudiarabia.com/driver-jobs/taif","1","Apply for driver jobs in Taif, Makkah Province. Earn SAR 3,800–9,000/month with steady pre-booked trips, flexible hours and weekly payouts. High demand.","152","962","Indexable",""
"https://taxisaudiarabia.com/guides/miqat-jeddah-makkah","1","Where and when to enter Ihram if you arrive in Jeddah for Umrah — the on-board Miqat announcement, Al-Juhfah (Rabigh), and exactly what to do if you land without Ihram.","168","1061","Indexable",""
"https://taxisaudiarabia.com/routes/tabuk-airport-to-neom","1","Book a fixed-price taxi from Tabuk Airport to NEOM — 120 km, approx 1h. From SAR 200, available 24/7 with licensed drivers. No surge, no hidden fees.","149","935","Indexable",""
"https://taxisaudiarabia.com/driver-jobs/jeddah","1","Apply for driver jobs in Jeddah, Makkah Province. Earn SAR 4,500–12,000/month with steady pre-booked trips, flexible hours and weekly payouts. Very High demand.","160","1023","Indexable",""
"https://taxisaudiarabia.com/blog/jeddah-to-madinah-taxi-guide-fares","1","Going from Jeddah Airport or city to Madinah by taxi? Here is the distance, travel time, car options, and what you should pay in 2026.","134","818","Indexable",""
"https://taxisaudiarabia.com/routes/jeddah-to-riyadh","1","Book a fixed-price taxi from Jeddah to Riyadh — 950 km, approx 9h. From SAR 600, available 24/7 with licensed drivers. No surge, no hidden fees.","144","899","Indexable",""
"https://taxisaudiarabia.com/routes/makkah-to-kaec","1","Book a fixed-price taxi from Makkah to KAEC — 180 km, approx 2h. From SAR 250, available 24/7 with licensed drivers. No surge, no hidden fees.","142","895","Indexable",""
"https://taxisaudiarabia.com/driver-jobs/jubail","1","Apply for driver jobs in Jubail, Eastern Province. Earn SAR 4,000–9,500/month with steady pre-booked trips, flexible hours and weekly payouts. High demand.","155","974","Indexable",""
"https://taxisaudiarabia.com/routes/jeddah-to-kaec","1","Book a fixed-price taxi from Jeddah to KAEC — 120 km, approx 1h. From SAR 200, available 24/7 with licensed drivers. No surge, no hidden fees.","142","892","Indexable",""
"https://taxisaudiarabia.com/routes/makkah-to-madinah-airport","1","Book a fixed-price taxi from Makkah to Madinah Airport — 450 km, approx 4h. From SAR 400, available 24/7 with licensed drivers. No surge, no hidden fees.","153","959","Indexable",""
"https://taxisaudiarabia.com/driver-jobs/riyadh","1","Apply for driver jobs in Riyadh, Riyadh Province. Earn SAR 4,500–11,000/month with steady pre-booked trips, flexible hours and weekly payouts. Very High demand.","160","1011","Indexable",""
"https://taxisaudiarabia.com/routes/madinah-to-alula","1","Book a fixed-price taxi from Madinah to AlUla — 330 km, approx 3h. From SAR 400, available 24/7 with licensed drivers. No surge, no hidden fees.","144","897","Indexable",""
"https://taxisaudiarabia.com/routes/riyadh-to-alahsa","1","Book a fixed-price taxi from Riyadh to Al Ahsa — 330 km, approx 3h. From SAR 280, available 24/7 with licensed drivers. No surge, no hidden fees.","145","900","Indexable",""
"https://taxisaudiarabia.com/routes/jeddah-airport-to-kaec","1","Book a fixed-price taxi from Jeddah Airport to KAEC — 100 km, approx 1h. From SAR 180, available 24/7 with licensed drivers. No surge, no hidden fees.","150","938","Indexable",""
"https://taxisaudiarabia.com/blog/car-breakdown-saudi-highway-guide","1","Broken down on the Riyadh–Dammam or Jeddah–Makkah highway? The 7 steps that keep you safe — where to stop, who to call, what a recovery truck needs from you, and mistakes to avoid.","180","1181","Indexable",""
"https://taxisaudiarabia.com/blog/corporate-travel-saudi-arabia-business-etiquette","1","Essential tips for business travelers visiting Riyadh, Jeddah, or Dammam. Learn about dress codes, meetings, and transport.","123","767","Indexable",""
"https://taxisaudiarabia.com/routes/madinah-airport-to-makkah","1","Book a fixed-price taxi from Madinah Airport to Makkah — 450 km, approx 4h. From SAR 400, available 24/7 with licensed drivers. No surge, no hidden fees.","153","959","Indexable",""
"https://taxisaudiarabia.com/routes/jeddah-to-abha","1","Book a fixed-price taxi from Jeddah to Abha — 630 km, approx 6h. From SAR 700, available 24/7 with licensed drivers. No surge, no hidden fees.","142","889","Indexable",""
"https://taxisaudiarabia.com/routes/riyadh-to-buraydah","1","Book a fixed-price taxi from Riyadh to Buraydah — 350 km, approx 3h. From SAR 280, available 24/7 with licensed drivers. No surge, no hidden fees.","146","911","Indexable",""
"https://taxisaudiarabia.com/driver-jobs/dammam","1","Apply for driver jobs in Dammam, Eastern Province. Earn SAR 4,000–9,500/month with steady pre-booked trips, flexible hours and weekly payouts. High demand.","155","996","Indexable",""
"https://taxisaudiarabia.com/routes/jeddah-airport-to-madinah","1","Book a fixed-price taxi from Jeddah Airport to Madinah — 410 km, approx 4h. From SAR 380, available 24/7 with licensed drivers. No surge, no hidden fees.","153","957","Indexable",""
"https://taxisaudiarabia.com/routes/makkah-to-riyadh","1","Book a fixed-price taxi from Makkah to Riyadh — 870 km, approx 8h. From SAR 550, available 24/7 with licensed drivers. No surge, no hidden fees.","144","901","Indexable",""
"https://taxisaudiarabia.com/guides/jeddah-airport-to-makkah-guide","1","Every way to get from King Abdulaziz International Airport (JED) to Makkah — taxi, Haramain high-speed train, and bus — with distance, time, cost, and Ihram/Miqat advice for pilgrims.","183","1127","Indexable",""
"https://taxisaudiarabia.com/routes/makkah-to-taif","1","Book a fixed-price taxi from Makkah to Taif — 90 km, approx 1h. From SAR 180, available 24/7 with licensed drivers. No surge, no hidden fees.","141","875","Indexable",""
"https://taxisaudiarabia.com/services/car-recovery/riyadh","1","24/7 car recovery & flatbed tow truck (سطحة الرياض) in Riyadh. Fast dispatch from SAR 200, fixed price on WhatsApp. Breakdown, accident & battery service across Riyadh.","168","1042","Indexable",""
"https://taxisaudiarabia.com/routes/jeddah-to-taif","1","Book a fixed-price taxi from Jeddah to Taif — 170 km, approx 2h. From SAR 200, available 24/7 with licensed drivers. No surge, no hidden fees.","142","881","Indexable",""
"https://taxisaudiarabia.com/driver-jobs/buraidah","1","Apply for driver jobs in Buraidah, Al-Qassim Province. Earn SAR 3,500–8,000/month with steady pre-booked trips, flexible hours and weekly payouts. Steady demand.","161","1020","Indexable",""
"https://taxisaudiarabia.com/blog/riyadh-airport-ruh-taxi-guide","1","Landing at King Khalid International Airport in Riyadh? Here is how to get a taxi to the city, travel time, and what to expect in 2026.","135","799","Indexable",""
"https://taxisaudiarabia.com/driver-jobs/madinah","1","Apply for driver jobs in Madinah, Madinah Province. Earn SAR 4,500–11,000/month with steady pre-booked trips, flexible hours and weekly payouts. Very High demand.","162","1035","Indexable",""
"https://taxisaudiarabia.com/routes/dammam-to-manama","1","Book a fixed-price taxi from Dammam to Manama, Bahrain — 70 km, approx 1h. From SAR 200, available 24/7 with licensed drivers. No surge, no hidden fees.","152","969","Indexable",""
"https://taxisaudiarabia.com/fleet/hyundai-starex","1","Book a Hyundai Starex in Saudi Arabia from SAR 140. Family-friendly van with huge luggage space — a favourite for airport transfers and Umrah trips. Available 24/7 for airport transfers, Umrah, and intercity routes.","215","1314","Indexable",""
"https://taxisaudiarabia.com/driver-jobs/al-qassim","1","Apply for driver jobs in Al-Qassim, Al-Qassim Province. Earn SAR 3,500–8,000/month with steady pre-booked trips, flexible hours and weekly payouts. Steady demand.","162","1028","Indexable",""
"https://taxisaudiarabia.com/blog/taxi-cost-saudi-arabia-price-guide","1","A clear guide to taxi prices in Saudi Arabia — airport pickups, city rides, and long routes between Jeddah, Makkah, Madinah, and Riyadh.","136","836","Indexable",""
"https://taxisaudiarabia.com/driver-jobs/hail","1","Apply for driver jobs in Hail, Hail Province. Earn SAR 3,500–8,000/month with steady pre-booked trips, flexible hours and weekly payouts. Steady demand.","152","949","Indexable",""
"https://taxisaudiarabia.com/blog/makkah-ziyarat-taxi-holy-sites-tour","1","Visit the most important historical and holy places in Makkah with a private taxi. Here are the top Ziyarat sites and how to plan your visit.","141","841","Indexable",""
"https://taxisaudiarabia.com/airports/king-abdulaziz-jeddah","1","Book your airport transfer from King Abdulaziz International Airport. Reliable taxi service, fixed prices, and meet & greet included at JED airport.","148","881","Indexable",""
"https://taxisaudiarabia.com/routes/jeddah-airport-to-taif","1","Book a fixed-price taxi from Jeddah Airport to Taif — 180 km, approx 2h. From SAR 220, available 24/7 with licensed drivers. No surge, no hidden fees.","150","927","Indexable",""
"https://taxisaudiarabia.com/fleet/toyota-hiace","1","Book a Toyota Hiace in Saudi Arabia from SAR 280. Trusted group transport for up to 11 with large luggage capacity — ideal for Umrah pilgrim groups. Available 24/7 for airport transfers, Umrah, and intercity routes.","215","1321","Indexable",""
"https://taxisaudiarabia.com/blog/buying-sim-cards-jeddah-airport-stc-mobily-zain","1","Staying connected is crucial. A comprehensive comparison of the top telecom providers available at Jeddah Airport for international travelers.","142","876","Indexable",""
"https://taxisaudiarabia.com/routes/madinah-to-jeddah","1","Book a fixed-price taxi from Madinah to Jeddah — 420 km, approx 4h. From SAR 350, available 24/7 with licensed drivers. No surge, no hidden fees.","145","911","Indexable",""
"https://taxisaudiarabia.com/fleet/hyundai-staria","1","Book a Hyundai Staria VIP in Saudi Arabia from SAR 130. Modern VIP van for families and groups. Roomy cabin, comfortable seats, and plenty of luggage space. Available 24/7 for airport transfers, Umrah, and intercity routes.","223","1383","Indexable",""
"https://taxisaudiarabia.com/routes/alula-airport-to-resorts","1","Book a fixed-price taxi from AlUla Airport to AlUla Resorts — 30 km, approx 1h. From SAR 150, available 24/7 with licensed drivers. No surge, no hidden fees.","157","965","Indexable",""
"https://taxisaudiarabia.com/routes/riyadh-to-doha","1","Book a fixed-price taxi from Riyadh to Doha, Qatar — 580 km, approx 6h. From SAR 800, available 24/7 with licensed drivers. No surge, no hidden fees.","149","924","Indexable",""
"https://taxisaudiarabia.com/routes/riyadh-to-abudhabi","1","Book a fixed-price taxi from Riyadh to Abu Dhabi, UAE — 850 km, approx 8h. From SAR 1100, available 24/7 with licensed drivers. No surge, no hidden fees.","153","957","Indexable",""
"https://taxisaudiarabia.com/blog/car-transport-between-saudi-cities","1","Moving a car between Saudi cities? 2026 costs for Riyadh–Jeddah–Dammam car transport, how flatbed intercity transport works, timelines, paperwork, and how to book it in 5 minutes.","179","1140","Indexable",""
"https://taxisaudiarabia.com/blog/makkah-taxi-fares-cost-guide","1","A clear 2026 breakdown of Makkah taxi prices — return transfers to Jeddah Airport, Makkah to Madinah, Taif day trips, and Ziyarat tours. Fixed-price examples by vehicle.","169","1045","Indexable",""
"https://taxisaudiarabia.com/blog/best-time-visit-makkah-crowds-weather-umrah","1","Planning your Umrah? Discover the best months to visit Makkah to balance weather, crowds, and pricing.","102","649","Indexable",""
"https://taxisaudiarabia.com/fleet/genesis-g80","1","Book a Genesis G80 VIP in Saudi Arabia from SAR 180. Refined VIP sedan with a silent cabin and comfortable rear seats — understated luxury. Available 24/7 for airport transfers, Umrah, and intercity routes.","206","1272","Indexable",""
"https://taxisaudiarabia.com/driver-jobs/khamis-mushait","1","Apply for driver jobs in Khamis Mushait, Asir Province. Earn SAR 3,500–8,000/month with steady pre-booked trips, flexible hours and weekly payouts. Steady demand.","162","1027","Indexable",""
"https://taxisaudiarabia.com/routes/makkah-to-yanbu","1","Book a fixed-price taxi from Makkah to Yanbu — 400 km, approx 4h. From SAR 350, available 24/7 with licensed drivers. No surge, no hidden fees.","143","899","Indexable",""
"https://taxisaudiarabia.com/services/car-recovery/jeddah","1","24/7 car recovery & flatbed tow truck (سطحة جدة) in Jeddah. Fast dispatch from SAR 200, fixed price on WhatsApp. Breakdown, accident & battery service across Jeddah.","165","1033","Indexable",""
"https://taxisaudiarabia.com/blog/saudi-riyal-cash-cards-guide-pilgrims","1","Navigating currency in Saudi Arabia. Learn when to use cash, where to exchange money, and how widely accepted credit cards are.","127","809","Indexable",""
"https://taxisaudiarabia.com/routes/madinah-airport-to-city","1","Book a fixed-price taxi from Madinah Airport to Madinah City — 20 km, approx 0h. From SAR 80, available 24/7 with licensed drivers. No surge, no hidden fees.","157","975","Indexable",""
"https://taxisaudiarabia.com/routes/riyadh-to-madinah","1","Book a fixed-price taxi from Riyadh to Madinah — 840 km, approx 8h. From SAR 550, available 24/7 with licensed drivers. No surge, no hidden fees.","145","906","Indexable",""
"https://taxisaudiarabia.com/fleet/toyota-camry","1","Book a Toyota Camry in Saudi Arabia from SAR 80. Our most booked sedan for airport pickups and city rides. Clean, comfortable, and easy on the budget. Available 24/7 for airport transfers, Umrah, and intercity routes.","217","1343","Indexable",""
"https://taxisaudiarabia.com/driver-jobs/dhahran","1","Apply for driver jobs in Dhahran, Eastern Province. Earn SAR 4,000–9,500/month with steady pre-booked trips, flexible hours and weekly payouts. High demand.","156","989","Indexable",""
"https://taxisaudiarabia.com/routes/alkhobar-to-manama","1","Book a fixed-price taxi from Al Khobar to Manama, Bahrain — 50 km, approx 1h. From SAR 180, available 24/7 with licensed drivers. No surge, no hidden fees.","155","970","Indexable",""
"https://taxisaudiarabia.com/blog/madinah-to-makkah-taxi-price-distance-time","1","How far is Madinah from Makkah, how long does a taxi take, and what should you pay? A simple, up-to-date guide for Umrah pilgrims and families.","143","903","Indexable",""
"https://taxisaudiarabia.com/fleet/mercedes-sprinter","1","Book a Mercedes Sprinter in Saudi Arabia from SAR 300. High-roof van for large groups up to 14. Comfortable, spacious, and great for corporate travel. Available 24/7 for airport transfers, Umrah, and intercity routes.","217","1324","Indexable",""
"https://taxisaudiarabia.com/blog/madinah-taxi-fares-cost-guide","1","A clear 2026 breakdown of Madinah taxi prices — airport transfers from MED, Madinah to Makkah, Ziyarat tours, and return trips to Jeddah Airport. Fixed-price examples by vehicle.","178","1107","Indexable",""
"https://taxisaudiarabia.com/blog/makkah-to-madinah-taxi-journey-expectations","1","Traveling between the two Holy Cities by road is a popular choice. Here is everything you need to know about the 4-5 hour drive.","128","791","Indexable",""
"https://taxisaudiarabia.com/routes/riyadh-airport-to-city","1","Book a fixed-price taxi from Riyadh Airport to Riyadh City — 35 km, approx 1h. From SAR 100, available 24/7 with licensed drivers. No surge, no hidden fees.","156","959","Indexable",""
"https://taxisaudiarabia.com/routes/abha-airport-to-soudah","1","Book a fixed-price taxi from Abha Airport to Soudah — 45 km, approx 1h. From SAR 150, available 24/7 with licensed drivers. No surge, no hidden fees.","149","928","Indexable",""
"https://taxisaudiarabia.com/blog/car-towing-cost-saudi-arabia-2026","1","Real 2026 towing prices in Saudi Arabia — within-city satha rates in Riyadh, Jeddah and Dammam, intercity car transport costs, battery and tire callout fees, and how to avoid being overcharged.","193","1189","Indexable",""
"https://taxisaudiarabia.com/fleet/toyota-coaster","1","Book a Toyota Coaster in Saudi Arabia from SAR 500. Corporate bus for up to 17 — perfect for delegations, large groups, and Umrah operators. Available 24/7 for airport transfers, Umrah, and intercity routes.","207","1275","Indexable",""
"https://taxisaudiarabia.com/blog/jeddah-taxi-fares-cost-guide","1","A clear breakdown of Jeddah taxi prices in 2026 — airport transfers, Makkah and Madinah trips, city rides, and what affects the fare. Fixed-price examples by vehicle.","166","1015","Indexable",""
"https://taxisaudiarabia.com/routes/jeddah-to-neom","1","Book a fixed-price taxi from Jeddah to NEOM — 1000 km, approx 9h. From SAR 1100, available 24/7 with licensed drivers. No surge, no hidden fees.","144","912","Indexable",""
"https://taxisaudiarabia.com/fleet/ford-taurus","1","Book a Ford Taurus 2025 in Saudi Arabia from SAR 100. Reliable executive sedan with modern tech and a smooth ride for corporate travel. Available 24/7 for airport transfers, Umrah, and intercity routes.","202","1249","Indexable",""
"https://taxisaudiarabia.com/routes/madinah-to-riyadh","1","Book a fixed-price taxi from Madinah to Riyadh — 840 km, approx 8h. From SAR 550, available 24/7 with licensed drivers. No surge, no hidden fees.","145","906","Indexable",""
"https://taxisaudiarabia.com/services/car-recovery/makkah","1","24/7 car recovery & flatbed tow truck (سطحة مكة) in Makkah. Fast dispatch from SAR 250, fixed price on WhatsApp. Breakdown, accident & battery service across Makkah.","165","1039","Indexable",""
"https://taxisaudiarabia.com/routes/madinah-to-makkah","1","Book a fixed-price taxi from Madinah to Makkah — 430 km, approx 4h. From SAR 350, available 24/7 with licensed drivers. No surge, no hidden fees.","145","913","Indexable",""
"https://taxisaudiarabia.com/driver-jobs/tabuk","1","Apply for driver jobs in Tabuk, Tabuk Province. Earn SAR 4,000–10,000/month with steady pre-booked trips, flexible hours and weekly payouts. High demand.","153","975","Indexable",""
"https://taxisaudiarabia.com/routes/riyadh-to-manama","1","Book a fixed-price taxi from Riyadh to Manama, Bahrain — 450 km, approx 4h. From SAR 600, available 24/7 with licensed drivers. No surge, no hidden fees.","153","959","Indexable",""
"https://taxisaudiarabia.com/routes/makkah-to-jeddah-airport","1","Book a fixed-price taxi from Makkah to Jeddah Airport — 80 km, approx 1h. From SAR 180, available 24/7 with licensed drivers. No surge, no hidden fees.","151","944","Indexable",""
"https://taxisaudiarabia.com/fleet/bmw-7-series","1","Book a BMW 7 Series in Saudi Arabia from SAR 230. Executive luxury sedan with a smooth, powerful ride — perfect for business travel. Available 24/7 for airport transfers, Umrah, and intercity routes.","199","1223","Indexable",""
