"Address","Content Type","Status Code","Status","Indexability","Indexability Status","Title 1","Title 1 Length","Title 1 Pixel Width","Meta Description 1","Meta Description 1 Length","Meta Description 1 Pixel Width","Meta Keywords 1","Meta Keywords 1 Length","H1-1","H1-1 Length","H2-1","H2-1 Length","H2-2","H2-2 Length","Meta Robots 1","Meta Robots 2","X-Robots-Tag 1","Meta Refresh 1","Canonical Link Element 1","rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1","amphtml Link Element","Size (bytes)","Transferred (bytes)","Word Count","Sentence Count","Average Words Per Sentence","Flesch Reading Ease Score","Readability","Text Ratio","Crawl Depth","Folder Depth","Link Score","Inlinks","Unique Inlinks","Unique JS Inlinks","% of Total","Outlinks","Unique Outlinks","Unique JS Outlinks","External Outlinks","Unique External Outlinks","Unique External JS Outlinks","Closest Similarity Match","No. Near Duplicates","Spelling Errors","Grammar Errors","Hash","Response Time","Last Modified","Redirect URL","Redirect Type","Cookies","HTTP Version","URL Encoded Address","Crawl Timestamp"
"https://taxisaudiarabia.com/services/airport-transfers","text/html; charset=utf-8","200","OK","Indexable","","Airport Taxi Saudi Arabia | Jeddah, Riyadh & Madinah Pickups","60","543","Fixed-price airport taxi in Saudi Arabia with pickups at Jeddah (JED), Riyadh (RUH) & Madinah (MED). Flight tracking, meet & greet, 24/7 licensed drivers.","154","941","taxi service Saudi Arabia,airport transfer Saudi Arabia,private taxi Saudi Arabia,VIP taxi Saudi Arabia,Saudi airport transfer,book taxi Saudi Arabia,Jeddah airport to Makkah taxi,Makkah to Madinah taxi,Madinah to Makkah taxi,Jeddah to Madinah taxi,Makkah to Jeddah airport taxi,Madinah airport taxi,Riyadh airport taxi,Taif taxi,Dammam taxi,book airport transfer,taxi fare Saudi Arabia,taxi price Saudi Arabia,WhatsApp booking,24/7 taxi service,licensed drivers,fixed price taxi,professional chauffeurs,family taxi,luxury SUV taxi,GMC Yukon,Hyundai Staria,Toyota Hiace,Umrah taxi,Umrah transport,Umrah airport transfer,Makkah Ziyarat taxi,Madinah Ziyarat taxi","660","Seamless Airport Transfers Across KSA","37","Popular Airport Routes","22","Frequently Asked Questions","26","","","","","https://taxisaudiarabia.com/services/airport-transfers","","","","","","145603","25282","428","80","5.350","75.295","Fairly Easy","3.748","1","1","","414","199","0","100.000","99","52","0","6","5","0","","","","","aa9d3185dc6a5e23da0d4a472be51839","0.438","","","","","1.1","https://taxisaudiarabia.com/services/airport-transfers","2026-07-17 18:00:25"
"https://taxisaudiarabia.com/locations/madinah","text/html; charset=utf-8","200","OK","Indexable","","Taxi in Madinah | Airport & Intercity — Taxi Saudi Arabia","57","487","Book a fixed-price taxi in Madinah, Saudi Arabia — airport transfers, Umrah rides, and 24/7 intercity trips with licensed drivers. No surge, instant quote.","155","925","taxi service Saudi Arabia,airport transfer Saudi Arabia,private taxi Saudi Arabia,VIP taxi Saudi Arabia,Saudi airport transfer,book taxi Saudi Arabia,Jeddah airport to Makkah taxi,Makkah to Madinah taxi,Madinah to Makkah taxi,Jeddah to Madinah taxi,Makkah to Jeddah airport taxi,Madinah airport taxi,Riyadh airport taxi,Taif taxi,Dammam taxi,book airport transfer,taxi fare Saudi Arabia,taxi price Saudi Arabia,WhatsApp booking,24/7 taxi service,licensed drivers,fixed price taxi,professional chauffeurs,family taxi,luxury SUV taxi,GMC Yukon,Hyundai Staria,Toyota Hiace,Umrah taxi,Umrah transport,Umrah airport transfer,Makkah Ziyarat taxi,Madinah Ziyarat taxi","660","Taxi Service in Madinah","23","Popular Routes from/to Madinah","30","Local Travel Tips","17","index, follow","index, follow","","","https://taxisaudiarabia.com/locations/madinah","","","","","","164649","27080","650","137","4.745","77.722","Fairly Easy","4.379","1","1","","635","199","0","100.000","86","54","0","6","5","0","","","","","1214770c4126ec4b1ddaef177ebcc34","0.823","","","","","1.1","https://taxisaudiarabia.com/locations/madinah","2026-07-17 18:00:25"
"https://taxisaudiarabia.com/terms-conditions","text/html; charset=utf-8","200","OK","Indexable","","Terms & Conditions | Taxi Saudi Arabia","38","343","Read the terms and conditions for booking taxi, airport transfer, Umrah and intercity services with Taxi Saudi Arabia, including reservations, fares, cancellations and operational rules.","186","1119","taxi service Saudi Arabia,airport transfer Saudi Arabia,private taxi Saudi Arabia,VIP taxi Saudi Arabia,Saudi airport transfer,book taxi Saudi Arabia,Jeddah airport to Makkah taxi,Makkah to Madinah taxi,Madinah to Makkah taxi,Jeddah to Madinah taxi,Makkah to Jeddah airport taxi,Madinah airport taxi,Riyadh airport taxi,Taif taxi,Dammam taxi,book airport transfer,taxi fare Saudi Arabia,taxi price Saudi Arabia,WhatsApp booking,24/7 taxi service,licensed drivers,fixed price taxi,professional chauffeurs,family taxi,luxury SUV taxi,GMC Yukon,Hyundai Staria,Toyota Hiace,Umrah taxi,Umrah transport,Umrah airport transfer,Makkah Ziyarat taxi,Madinah Ziyarat taxi","660","Terms & Conditions","18","1. Agreement & Operational Rules","32","2. Placing Reservations & Travel Fares","38","index, follow","index, follow","","","https://taxisaudiarabia.com/terms-conditions","","","","","","85875","17739","350","57","6.140","54.607","Fairly Hard","6.300","1","0","","199","199","0","100.000","71","45","0","6","5","0","","","","","5f6e4d040cc265c83d9cf2129f63ee4f","0.614","","","","","1.1","https://taxisaudiarabia.com/terms-conditions","2026-07-17 18:00:25"
"https://taxisaudiarabia.com/_next/static/css/ac4ca118eab9d8d3.css","","0","Blocked by robots.txt","Non-Indexable","Blocked by robots.txt","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","","0","0","0","","","","","0.000","1","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","","","","","","None","https://taxisaudiarabia.com/_next/static/css/ac4ca118eab9d8d3.css","2026-07-17 18:00:26"
"https://taxisaudiarabia.com/locations/alula","text/html; charset=utf-8","200","OK","Indexable","","Taxi in AlUla | Airport & Intercity — Taxi Saudi Arabia","55","456","Book a fixed-price taxi in AlUla, Saudi Arabia — airport transfers, Umrah rides, and 24/7 intercity trips with licensed drivers. No surge, instant quote.","153","904","taxi service Saudi Arabia,airport transfer Saudi Arabia,private taxi Saudi Arabia,VIP taxi Saudi Arabia,Saudi airport transfer,book taxi Saudi Arabia,Jeddah airport to Makkah taxi,Makkah to Madinah taxi,Madinah to Makkah taxi,Jeddah to Madinah taxi,Makkah to Jeddah airport taxi,Madinah airport taxi,Riyadh airport taxi,Taif taxi,Dammam taxi,book airport transfer,taxi fare Saudi Arabia,taxi price Saudi Arabia,WhatsApp booking,24/7 taxi service,licensed drivers,fixed price taxi,professional chauffeurs,family taxi,luxury SUV taxi,GMC Yukon,Hyundai Staria,Toyota Hiace,Umrah taxi,Umrah transport,Umrah airport transfer,Makkah Ziyarat taxi,Madinah Ziyarat taxi","660","Taxi Service in AlUla","21","Popular Routes from/to AlUla","28","Local Travel Tips","17","index, follow","index, follow","","","https://taxisaudiarabia.com/locations/alula","","","","","","134142","24895","554","100","5.540","72.938","Fairly Easy","4.692","1","1","","404","199","0","100.000","80","50","0","6","5","0","","","","","efc322ce294c9ac0e8a592fd2cac8086","0.846","","","","","1.1","https://taxisaudiarabia.com/locations/alula","2026-07-17 18:00:25"
"https://taxisaudiarabia.com/guides/saudi-riyal-pilgrim-guide","text/html; charset=utf-8","200","OK","Indexable","","Saudi Riyal Cash & Card Tips for Pilgrims | Taxi Saudi Arabia","61","527","Everything about card acceptance, the local Mada network, currency exchange outlets, and ATM fee limits in KSA.","111","702","taxi service Saudi Arabia,airport transfer Saudi Arabia,private taxi Saudi Arabia,VIP taxi Saudi Arabia,Saudi airport transfer,book taxi Saudi Arabia,Jeddah airport to Makkah taxi,Makkah to Madinah taxi,Madinah to Makkah taxi,Jeddah to Madinah taxi,Makkah to Jeddah airport taxi,Madinah airport taxi,Riyadh airport taxi,Taif taxi,Dammam taxi,book airport transfer,taxi fare Saudi Arabia,taxi price Saudi Arabia,WhatsApp booking,24/7 taxi service,licensed drivers,fixed price taxi,professional chauffeurs,family taxi,luxury SUV taxi,GMC Yukon,Hyundai Staria,Toyota Hiace,Umrah taxi,Umrah transport,Umrah airport transfer,Makkah Ziyarat taxi,Madinah Ziyarat taxi","660","Saudi Riyal Cash & Card Tips for Pilgrims","41","Frequently Asked Questions","26","","0","index, follow","index, follow","","","https://taxisaudiarabia.com/guides/saudi-riyal-pilgrim-guide","","","","","","111539","22229","437","77","5.675","75.239","Fairly Easy","4.939","1","1","","1","1","0","0.500","73","46","0","6","5","0","","","","","9b92b12d227a66cd764536eca0af2f5d","0.961","","","","","1.1","https://taxisaudiarabia.com/guides/saudi-riyal-pilgrim-guide","2026-07-17 18:00:25"
"https://taxisaudiarabia.com/_next/static/chunks/1356-2ed480e29f4f7933.js","","0","Blocked by robots.txt","Non-Indexable","Blocked by robots.txt","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","","0","0","0","","","","","0.000","1","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","","","","","","None","https://taxisaudiarabia.com/_next/static/chunks/1356-2ed480e29f4f7933.js","2026-07-17 18:00:26"
"https://taxisaudiarabia.com/_next/image?url=%2Ffleet%2Fgmc-yukon-xl.webp&w=3840&q=75","","0","Blocked by robots.txt","Non-Indexable","Blocked by robots.txt","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","","0","0","0","","","","","0.000","1","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","","","","","","None","https://taxisaudiarabia.com/_next/image?url=%2Ffleet%2Fgmc-yukon-xl.webp&w=3840&q=75","2026-07-17 18:00:26"
"https://taxisaudiarabia.com/_next/static/chunks/app/error-dfa976866a53b70b.js","","0","Blocked by robots.txt","Non-Indexable","Blocked by robots.txt","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","","0","0","0","","","","","0.000","1","4","","0","0","0","0.000","0","0","0","0","0","0","","","","","","","","","","","None","https://taxisaudiarabia.com/_next/static/chunks/app/error-dfa976866a53b70b.js","2026-07-17 18:00:26"
"https://taxisaudiarabia.com/locations/abha","text/html; charset=utf-8","200","OK","Indexable","","Taxi in Abha | Airport & Intercity — Taxi Saudi Arabia","54","457","Book a fixed-price taxi in Abha, Saudi Arabia — airport transfers, Umrah rides, and 24/7 intercity trips with licensed drivers. No surge, instant quote.","152","904","taxi service Saudi Arabia,airport transfer Saudi Arabia,private taxi Saudi Arabia,VIP taxi Saudi Arabia,Saudi airport transfer,book taxi Saudi Arabia,Jeddah airport to Makkah taxi,Makkah to Madinah taxi,Madinah to Makkah taxi,Jeddah to Madinah taxi,Makkah to Jeddah airport taxi,Madinah airport taxi,Riyadh airport taxi,Taif taxi,Dammam taxi,book airport transfer,taxi fare Saudi Arabia,taxi price Saudi Arabia,WhatsApp booking,24/7 taxi service,licensed drivers,fixed price taxi,professional chauffeurs,family taxi,luxury SUV taxi,GMC Yukon,Hyundai Staria,Toyota Hiace,Umrah taxi,Umrah transport,Umrah airport transfer,Makkah Ziyarat taxi,Madinah Ziyarat taxi","660","Taxi Service in Abha","20","Popular Routes from/to Abha","27","Local Travel Tips","17","index, follow","index, follow","","","https://taxisaudiarabia.com/locations/abha","","","","","","127784","24367","517","83","6.229","76.149","Fairly Easy","4.707","1","1","","202","199","0","100.000","78","48","0","6","5","0","","","","","56e3d6306d4dd9f2ea128d479e1df2e0","0.821","","","","","1.1","https://taxisaudiarabia.com/locations/abha","2026-07-17 18:00:26"
"https://taxisaudiarabia.com/locations/neom","text/html; charset=utf-8","200","OK","Indexable","","Taxi in NEOM | Airport & Intercity — Taxi Saudi Arabia","54","467","Book a fixed-price taxi in NEOM, Saudi Arabia — airport transfers, Umrah rides, and 24/7 intercity trips with licensed drivers. No surge, instant quote.","152","911","taxi service Saudi Arabia,airport transfer Saudi Arabia,private taxi Saudi Arabia,VIP taxi Saudi Arabia,Saudi airport transfer,book taxi Saudi Arabia,Jeddah airport to Makkah taxi,Makkah to Madinah taxi,Madinah to Makkah taxi,Jeddah to Madinah taxi,Makkah to Jeddah airport taxi,Madinah airport taxi,Riyadh airport taxi,Taif taxi,Dammam taxi,book airport transfer,taxi fare Saudi Arabia,taxi price Saudi Arabia,WhatsApp booking,24/7 taxi service,licensed drivers,fixed price taxi,professional chauffeurs,family taxi,luxury SUV taxi,GMC Yukon,Hyundai Staria,Toyota Hiace,Umrah taxi,Umrah transport,Umrah airport transfer,Makkah Ziyarat taxi,Madinah Ziyarat taxi","660","Taxi Service in NEOM","20","Popular Routes from/to NEOM","27","Local Travel Tips","17","index, follow","index, follow","","","https://taxisaudiarabia.com/locations/neom","","","","","","130657","24429","512","88","5.818","73.038","Fairly Easy","4.647","1","1","","403","199","0","100.000","79","49","0","6","5","0","","","","","59c4cb759f76f29e44eb0894fb73caa8","0.717","","","","","1.1","https://taxisaudiarabia.com/locations/neom","2026-07-17 18:00:26"
"https://taxisaudiarabia.com/_next/image?url=%2Ffleet%2Fcadillac-escalade.webp&w=3840&q=75","","0","Blocked by robots.txt","Non-Indexable","Blocked by robots.txt","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","","0","0","0","","","","","0.000","1","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","","","","","","None","https://taxisaudiarabia.com/_next/image?url=%2Ffleet%2Fcadillac-escalade.webp&w=3840&q=75","2026-07-17 18:00:27"
"https://taxisaudiarabia.com/_next/static/chunks/2151-ebd628f1684c78af.js","","0","Blocked by robots.txt","Non-Indexable","Blocked by robots.txt","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","","0","0","0","","","","","0.000","1","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","","","","","","None","https://taxisaudiarabia.com/_next/static/chunks/2151-ebd628f1684c78af.js","2026-07-17 18:00:27"
"https://taxisaudiarabia.com/driver-jobs","text/html; charset=utf-8","200","OK","Indexable","","Taxi & Chauffeur Driver Jobs in Saudi Arabia | Apply by City — Taxi Saudi Arabia","80","697","Driver jobs across Saudi Arabia — Riyadh, Jeddah, Makkah, Madinah, Dammam and more. Steady pre-booked trips, flexible hours and weekly payouts. Apply by city.","158","1008","taxi service Saudi Arabia,airport transfer Saudi Arabia,private taxi Saudi Arabia,VIP taxi Saudi Arabia,Saudi airport transfer,book taxi Saudi Arabia,Jeddah airport to Makkah taxi,Makkah to Madinah taxi,Madinah to Makkah taxi,Jeddah to Madinah taxi,Makkah to Jeddah airport taxi,Madinah airport taxi,Riyadh airport taxi,Taif taxi,Dammam taxi,book airport transfer,taxi fare Saudi Arabia,taxi price Saudi Arabia,WhatsApp booking,24/7 taxi service,licensed drivers,fixed price taxi,professional chauffeurs,family taxi,luxury SUV taxi,GMC Yukon,Hyundai Staria,Toyota Hiace,Umrah taxi,Umrah transport,Umrah airport transfer,Makkah Ziyarat taxi,Madinah Ziyarat taxi","660","Driver Jobs in Saudi Arabia","27","Choose Your City","16","","0","","","","","https://taxisaudiarabia.com/driver-jobs","","","","","","138221","21598","220","37","5.946","80.822","Easy","2.944","1","0","","217","199","0","100.000","91","63","0","6","5","0","","","","","6f7b7563ca0f166a9fecf6e3e0f0153c","0.908","","","","","1.1","https://taxisaudiarabia.com/driver-jobs","2026-07-17 18:00:26"
"https://taxisaudiarabia.com/_next/static/chunks/570-9c50d75190a00267.js","","0","Blocked by robots.txt","Non-Indexable","Blocked by robots.txt","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","","0","0","0","","","","","0.000","1","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","","","","","","None","https://taxisaudiarabia.com/_next/static/chunks/570-9c50d75190a00267.js","2026-07-17 18:00:27"
"https://taxisaudiarabia.com/_next/image?url=%2Fumrah-section.webp&w=3840&q=75","","0","Blocked by robots.txt","Non-Indexable","Blocked by robots.txt","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","","0","0","0","","","","","0.000","1","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","","","","","","None","https://taxisaudiarabia.com/_next/image?url=%2Fumrah-section.webp&w=3840&q=75","2026-07-17 18:00:27"
"https://taxisaudiarabia.com/_next/static/chunks/222-0c22d67b4e8e98a9.js","","0","Blocked by robots.txt","Non-Indexable","Blocked by robots.txt","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","","0","0","0","","","","","0.000","1","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","","","","","","None","https://taxisaudiarabia.com/_next/static/chunks/222-0c22d67b4e8e98a9.js","2026-07-17 18:00:27"
"https://taxisaudiarabia.com/_next/static/css/fd4fc59c8af22446.css","","0","Blocked by robots.txt","Non-Indexable","Blocked by robots.txt","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","","0","0","0","","","","","0.000","1","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","","","","","","None","https://taxisaudiarabia.com/_next/static/css/fd4fc59c8af22446.css","2026-07-17 18:00:27"
"https://taxisaudiarabia.com/_next/static/chunks/1217-8cc9e50fc89e9c1e.js","","0","Blocked by robots.txt","Non-Indexable","Blocked by robots.txt","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","","0","0","0","","","","","0.000","1","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","","","","","","None","https://taxisaudiarabia.com/_next/static/chunks/1217-8cc9e50fc89e9c1e.js","2026-07-17 18:00:27"
